,id,name,description,logo,createdat,proposalscount,votescount,memberscount,voterparticipation,aum,website,twitter,discord,treasury_address,dd_eth_names,telegram,discourse,github,instagram,own_blog,open_sea,documentation,notion,medium,youtube
12,f1599e0d-2243-4075-b315-8738d4f56b00,Unslashed,"Unslashed supplies insurance covers for typical crypto risks such as wallet exploits, exchange hacks, custody risks and more. It services protocols, DAOs and institutions.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/dao/logo/unslashed.jpeg,2021-07-09T15:18:24.718Z,0,0,1407,0.0,7095751.955961832,https://unslashed.finance,UnslashedF,https://discord.com/invite/jQFxqTpbYC,0xf5be8b4c82b8a681bacf357cfb712ab9e9296cb2,,https://t.me/UnslashedFinance,,,,,,,,,
13,c060c0a5-386a-4df4-b87e-7a8853415262,Inverse,"The Inverse protocol makes a lending-borrowing market that leverages its pooled liquidity accross DeFi via a combination of non-synthetic and its own, stabalized, synthetic tokens. ",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/dao/logo/inverse.jpeg,2021-07-09T15:16:15.412Z,29,1683,2836,14.809590973201692,12468731.128194856,https://www.inverse.finance/,InverseFinance,https://discord.com/invite/YpYJC7R5nv,0x926df14a23be491164dcf93f4c468a50ef659d5b,,https://t.me/InverseFinance,,https://github.com/InverseFinance,,,,,,,
14,cd724a26-fe95-4c93-8551-98d8f89accbc,Jenny Metaverse DAO,"The Jenny (also: Jenny Metaverse) DAO is a community dedicated to curate a top-scale digital art collection, with full members governance from acquisition to selling. It is built on the Unicly platform for tokenizing and trading NFT collections.
    
    Jenny operates through small councils. The DAO's authorized institutions and power relations between them (=governance) are defined in its approved Constitution.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/jennydao.eth.png,2021-09-03T14:23:39.673Z,39,297,738,14.769647696476964,1767663.5900493471,https://jennynft.io/,JennyMetaverse,https://discord.com/invite/stgGTNAaXw,0x0ef024d299cb56805f2437cd00b8a361a7b06d54,jennydao.eth,https://t.me/jennymetaverse,,https://github.com/JennyMetaverse/?ref=cypherhunter,https://www.instagram.com/jenny_metaverse_dao/,,,,,,
15,4c7bad27-7ae1-4a39-ad8c-6cc776ef2d1a,Warcamp,WarCamp is DAO the community of core contributors to DAOhaus.,https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/dao/logo/warcamp.png,2021-08-18T16:02:23.773Z,322,513,79,,107788.70318087192,,,,"0x55eafe832507e652c48b25a957bd3a15420aa805,0xc8e0d7fd13eb3cbc19eb293d0e00b8386cc1b6f2,0xd1924dc661a3e0563defe8e8028485211799e2b0,0xef3d8c4fbb1860fceab16595db7e650cd5ad51c1,0x8d2ec7025957d09cfb0a8197f9aacd0dcc08b21a",,,,,,,,,,,
16,11066e42-78d6-479d-b374-a4369a6e8360,array.finance CCO,"Array was meant to be a modular DeFi portfolio builder and rebalancer. On July 2021, however, it suffered a major ragpool. It resumed slow activity since, including ragequitting its DAOHaus assets on Nov. 2021.",arrayFinanceCCO.png,2021-08-11T15:01:22.748Z,122,123,97,,59314.851508474865,,arrayfinance,https://discord.gg/uNuD4H2rMB,0xff3f8c0b98454306fb0bda57e5ae38cbfa66cc0d,,,,,,,,,,,
17,25427d8b-3e71-4ea5-b6a8-f2ec58c26f8e,FiatLuxDAO,"FiatLux features a group of UC Berkeley alumni who aim to nurture the value of science in culture through web3 tools, particularly NFTs.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/dao/logo/fiatluxdao.png,2022-01-25T11:33:59.650Z,0,0,0,,33573.04635837209,https://foundation.app/@FiatLuxDAO,FiatLuxDAO,,0x468a763d5b3ab6cc9e224ae9e2895e28583c6a3a,,,,,,,,,,,
18,2fad3980-1ec9-4e8d-a742-a54a9bcd1b1b,VitaDAO,"Vita DAO is an open cooperative with a scientific council, set to enhance applicative longevity research by acquiring, supporting and financing relevant data and (preferably early-stage) projects. Products are tokenizes as Vita intellectual property.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/dao/logo/vitaDAO.jpeg,2021-12-03T13:58:10.535Z,29,577,1047,12.607449856733524,25595115.475853376,https://www.vitadao.com/,,,"0xf5307a74d1550739ef81c6488dc5c7a6a53e5ac2,0x4472e37170b12c9ab7aa1af0903e8c392aad4cbb",vote.vitadao.eth,,https://gov.vitadao.com/,,,,,,,,
19,c050cfb9-67bd-4ebc-b086-4ab57345da2a,Constitution,"<p>ConstitutionDAO is a web3 crowdfunding operation set to bid for a genuine copy of the US Constitution on a 18 Nov. 2021 auction. Upon not winning the piece, bid for a genuine copy of the US Constitution . It raised over $40M but not enough to win, upon which the DAO multisig suggested full reimbursement (-gas fees) to tokenholders, and emptied its treasury. Follow-up governance memes and projects currently keep the idea & token alive. 
    <br>- a trust experiment: high donations suggest that the open identification of acknowledged crypto figures with the project overcame the vague nature of its multisig commitments. 
    <br>- a meme campaign: while not winning the auction, the carefully selected performance generated high traction to the idea of people sovereignty.
    <br>- See the <a target=""_blank"" href=""https://juicebox.money/#/p/constitutiondao"">fundraising campaign</a>, <a target=""_blank"" href=""https://www.sothebys.com/en/buy/auction/2021/the-constitution-of-the-united-states-sold-to-benefit-the-dorothy-tapper-goldman-foundation?showDetails&locale=en"">auction</a>.</p>",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/dao/logo/constitution.jpeg,2021-12-03T13:58:10.535Z,0,0,17297,0.0,4744.688579275034,https://www.constitutiondao.com/,ConstitutionDAO,https://discord.gg/p2jdESeVfy,0xb1c95ac257029d11f3f64ac67b2307a426699322,,,,https://github.com/ConstitutionDAO,,,,,,,
20,239436bf-d864-4b68-ad77-2efa058cbdd6,lexDAO,"Lex DAO researches, developes and promotes the wide use of competutional law applications - integrating blockchain smart contracts and legacy, State Law.",lexdao.jpg,2020-11-21T17:17:53.838Z,88,304,42,57.14285714285714,29739.750910677754,https://www.lexdao.coop/,lex_DAO,https://discord.com/invite/lexdao,"0x97103fda00a2b47eac669568063c00e65866a633,0x58234d4bf7a83693dc0815d97189ed7d188f6981",,,,https://github.com/lexDAO,,,,,,,
21,480b06ae-2c54-45ab-870f-7c6b632ffaa6,Perpetual Protocol,"This DAO nurtures the Perpetual(s) market-making Protocol and Decentralized EXchange, offering high leverage and bought into strictly with $USDC.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/vote-perp.eth.png,2021-09-03T13:05:11.303Z,21,1508,9718,5.659600740893188,43455808.824375086,https://www.perp.com/,perpprotocol,https://discord.com/invite/Dq9mTmCaBb,0xd374225abb84dca94e121f0b8a06b93e39ad7a99,vote-perp.eth,https://t.me/perpetualprotocol,,https://github.com/perpetual-protocol,,,,,,,
22,be5f6bd8-4c65-4e96-b0eb-7e7ce6a64bf2,OlympusDAO,"<p>The Olympus protocol sets up a decentralized reserve token that's collateralled by crypto assets rather than pegged to $US. It relies on diverse, protocol-owned over-collateralization and native compounding incentives.
    <br>Community governance was announced Compound on 15 Oct. 2021, currently still a multi-sig (4/7).</p>
    ",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/olympusdao.eth.png,2021-09-03T13:38:20.688Z,193,42713,16708,50.4907828585109,37281550.19361106,https://www.olympusdao.finance/,OlympusDAO,https://discord.com/invite/6QjjtUcfM4,"0x31f8cc382c9898b273eff4e0b7626a6987c846e8,0x245cc372c84b3645bf0ffe6538620b04a217988b",olympusdao.eth,https://t.me/OlympusTG,,https://github.com/OlympusDAO,,,,,,,
23,fd991dca-141d-4e23-a23b-5d908110c337,Lido,"Lido incentivizes staking of ETH for validation of Ethereum 2.0 beacon nodes, without locking the staked tokens while allowing them to farm yield. It runs an ecosystem grants program.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/lido-snapshot.eth.png,2021-09-03T13:12:24.622Z,70,1720,14700,3.462585034013605,714030586.5696669,https://lido.fi,lidofinance,https://discord.gg/vgdPfhZ,0x3e40d73eb977dc6a537af587d48316fee66e9c8c,lido-snapshot.eth,https://t.me/lidofinance,https://research.lido.fi/,https://github.com/lidofinance,,,,,,,
24,dbd3a349-0fd7-4245-a1f8-973330061c3f,Hakt DAO,"Hakt DAO enhances safer De-Fi for all through security audit grants, bounty matching and stipends for whitehat hackers. It is funded through auctions of its own unique NFTs themed after major crypto hacking events.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/hakt.eth.png,2021-11-15T21:42:07.532Z,3,17,63,17.46031746031746,46785.271893163444,https://haktdao.org/,HaktDAO,https://discord.gg/6zmq36eVnz,0xc1c34785732aaa15282a42a21b1f18ce04092384,,,,,,,,,,,
25,c7251bd0-34da-42b8-9b48-b266d5539b03,Varen,"Varen - formerly YF LINK - is a DeFi swap DEX integrated with Ren bridges so as to bring assets from multiple blockchains onto Ethereum protocol trade.
    ",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/varen.eth.png,2021-09-03T14:19:44.204Z,18,337,880,10.0,8788525.271256465,https://varen.finance/,varenfinance,https://discord.varen.finance/,0xe69a81b96fbf5cb6cae95d2ce5323eff2ba0eae4,varen.eth,https://t.me/varenfinance,,https://github.com/varenfinance,,,,,,,
26,e865a457-928a-4b31-b248-e2169f02bd7d,PartyDAO,"PartyDAO is a community hub for web3 product building. It is currently focused on PartyBid - a tool for permissionless collective purchase, fractionalization and co-ownership of NFTs, already integrated with major NFT marketplaces.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/partydao.eth.png,2021-09-03T14:03:08.657Z,13,262,181,52.48618784530387,15745959.657166345,https://www.partybid.app/,prtyDAO,https://discord.com/invite/UGPMYjxy4w,0xf7f52dd34bc21eda08c0b804c7c1dbc48375820f,partydao.eth,,,https://github.com/PartyDAO/,,,,,,,
27,f03d0cf4-2f80-4ab0-9be8-cc091fde325e,Alchemix,"Alchemix DAO controls the Alchemix protocol, a platform for permissionless creation of synthetic tokens that follow yield-bearing assets. The expected yield is counted as advance for the minted synths.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/alchemixstakers.eth.png,2021-09-03T13:20:53.855Z,49,7939,11660,16.363636363636363,19249889.026858777,https://alchemix.fi/,alchemixfi,https://discord.com/invite/zAd6dzgwaj,0x8392f6669292fa56123f71949b52d883ae57e225,alchemixstakers.eth,,,https://github.com/alchemix-finance,,,,,,,
28,3c66ac5d-e30a-40c9-be85-8ff659ee53d3,JuiceboxDAO,"<p>Juicebox is a DAO-governed web3-oriented tool for community fundraising and flexible allocation of raised funds.; See <a target=""_blank"" href=""https://gateway.pinata.cloud/ipfs/QmVRdgYaa6Vp4XJE9435r77pgBzT68AakFSr5b1NTrnZmQ"">governance deliberations IPFS</a>.</p>",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/jbdao.eth.png,2021-09-03T18:09:10.131Z,120,5371,3995,16.345431789737173,31513.967649889706,https://juicebox.money/#/,juiceboxETH,https://discord.gg/jDnQZSFZEF,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,jbdao.eth,,,https://github.com/jbx-protocol,,,,,,,
29,8fe2c487-5c66-475f-ba82-aebe0bf2db35,CityDAO,"CityDAO is a legally registered tokenized collective exploring NFT realestate ownership by buying & minting real-world Wyoming land parcels as NFTs, using and managing them to foster public good.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/daocity.eth.png,2021-09-03T18:25:01.289Z,26,12458,5864,49.07912687585266,7200966.511945189,https://www.citydao.io/,CityDao,https://discord.com/invite/2pzV6wnWZx,0x60e7343205c9c88788a22c40030d35f9370d302d,daocity.eth,,https://forum.citydao.io/,https://github.com/citydaoproject,,,,,,,
30,6c3bbc7e-4c7c-4559-a239-5ac8891bc9ee,MeebitsDAO,"<p>Meebits DAO is a BUIDL hub for NFTs. It revolves around Lavra Labs.' Meebits NFT avatars and includes a tokenized sandbox metaverse of user-created items & games, a marketplace and creator fund.
    <br>See <a target=""_blank"" href=""https://github.com/MeebitsDAO/Charter/blob/main/MeebitsDAO%20Charter_v01.pdf"">DAO Charter</a>; and about Meebits' <a target=""_blank"" href=""https://medium.com/meebitsdao/meebitsdao-how-voting-works-91cdd2b882be"">dual token</a> <a target=""_blank"" href=""https://medium.com/meebitsdao/general-membership-faq-562a1c186d91"">governance system</a>.</p>",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/manekari.eth.png,2021-09-03T16:51:17.820Z,17,368,3362,2.260559190957763,23744047.57032732,https://www.meebitsdao.world/,MeebitsDAO,https://discord.com/invite/zuJUaTjWBZ,"0x2009a752a50d3cde486d7b5921944377b729e747,0xb88f61e6fbda83fbfffabe364112137480398018","manekari.eth,meebitsdao.eth",https://t.me/sandboxgame,,https://github.com/meebitsDAO,,,,,,,
31,28f296a9-14d1-49cd-9984-bdc4dc45ebb1,Tornado Cash,"Tornado Cash is a decentralized, non-custodial, open-source protocol for permissionless anonymous token transactions. It is managed by its token holders and serves privacy and compliance.
    ",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/torn-community.eth.png,2021-09-03T16:50:08.185Z,22,308,8159,1.421742860644687,56128758.748845086,https://tornado.cash/,TornadoCash,https://discord.com/invite/TFDrM8K42j,"0x5efda50f22d34f262c29268506c5fa42cb56a1ce,0x5cab7692d4e94096462119ab7bf57319726eed2a,0xb04e030140b30c27bcdfaafffa98c57d80eda7b4",torn-community.eth,https://t.me/TornadoCashOfficial,,https://github.com/tornadocash,,,,,,,
32,d2f1aded-aa70-4a05-bd5b-c013add595fe,Bprotocol ,The Backstop Protocol,https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/bpro.eth.png,2021-09-03T13:55:49.028Z,13,274,141,,,,,,,bpro.eth,,,,,,,,,,
33,483655a2-0c6a-479d-bb52-c4a7559075a2,Meter Governance MTRG,"<p>Meter is a DeFi-native layer1 blockchain aimed to facilitate Smart Contract scaling and interoperability. Goverend by MTRG token holders, it is also the issuer of MTR stablecoin that's pegged to world electricity prices.
    <br>The governance token considered here is eMTRG - Ethereum deployment. See <a target=""_blank"" href=""https://scan.meter.io/address/0x228ebBeE999c6a7ad74A6130E81b12f9Fe237Ba3"">Meter native token</a>, and <a target=""_blank"" href=""https://docs.meter.io/overview-of-meter/mtr-the-metastable-coin"">MTR stablecoin</a>.</p>",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/meter-mainnet.eth.png,2021-09-03T12:55:02.571Z,17,396,1809,12.437810945273633,,https://www.meter.io/,Meter_IO,,,meter-mainnet.eth,https://t.me/Meter_IO,https://forum.meter.io/,https://github.com/meterio,,,,,,,
34,78381bd1-dbfc-46c3-ba1e-eab340417514,Meta Gamma Delta,"Meta Gamma Delta is a group of crypto creators and community-builders set to empower women and marginalized communities through social support, networking, education and grants. It is part of the Moloch/DAOHaus/MetaGame ecosystem.",metagammadelta.jpg,2020-11-21T16:17:20.419Z,117,335,101,,28167.814823518343,https://metagammadelta.com/,metagammadelta,https://discord.com/invite/ewqXEvcgYB,"0x1725dc66a5ca6f36e1d3d5b635bef45de0b753a1,0x7d58c962356ae66ba91b108751d67ae5d3b022fc",,,,,,,,,,,
35,b8c737ae-0e4f-418f-9ec1-bb9661c7874a,Fingerprints DAO,"FingerPrints is a diverse web3-centered collective set to strategically curate, collect and promote on-chain artwork so as to become a leading ecosystem nurturer. DAO governance forums are currently Discord-only, barred at 5,000+ $PRINTS ownership.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/fingerprints.eth.png,2021-09-03T14:00:00.565Z,17,425,439,38.041002277904326,2813073.6326723276,https://www.fingerprintsdao.xyz/,FingerprintsDAO,https://discord.com/invite/Mg7wx36upM,0xbc49de68bcbd164574847a7ced47e7475179c76b,fingerprints.eth,,,,https://www.instagram.com/fingerprintsdao/,,,,,,
36,b1d0558c-eee6-41fd-9fbc-36b3c004c17d,KeeperDAO,"<p>KeeperDAO's protocol is built to outperform DeFi bots who compete for crypto trading opportunities in pending blockchain transactions. Such competition typically also elevates network gas prices. Opportunity and higher-than-standard gas profits mostly go to network miners, hence aka <a target=""_blank"" href=""https://ethereum.org/en/developers/docs/mev/"">Miner Extractable Value</a> (MEV).</p><p><br>The DAO introduces a pooled decentralized network of traders and liquidity that operates its own opportunity-seeking bots - ""Keepers"".</p><p>The network replaces the above-described bot competition with a model of secret, wrapped coordination to keep members' operations under Ethereum bot radars. Network Cooperation is further incentivized by pooled opportunity-seeking resources, profit sharing on consensus-algorithm best bids, and network (token) governance over the protocol.</p>",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/rook.eth.png,2021-09-22T14:09:19.795Z,20,764,18968,1.1018557570645298,135658186.45389867,https://www.keeperdao.com/,Keeper_DAO?s=20,https://discord.com/invite/3JUgvyyNhA,"0x9a67f1940164d0318612b497e8e6038f902a00a4,0xb81f5b9bd373b9d0df2e3191a01b8fa9b4d2832a",rook.eth,,,https://github.com/keeperdao,,,,,,,
37,0e8181c4-9df6-4dec-9746-5aed0792754b,Governor DAO,"Governor DAO offers DAO governance bootstrapping tools and tutoring, and a biometric Proof-of-Humanity membership registration to facilitate 1person-1vote systems.",governordao.jpg,2021-01-10T16:20:11.516Z,59,396,1886,6.786850477200425,84867.20840920681,https://governordao.org/,Governor_DAO,https://discord.com/invite/5UKw3BC,"0x5ab8e3a7bc8be9efdd0943ab65221bdf240518c3,0xc597b10eb4dbaba8c6a887792b60aabcbf27e076",gdao.eth,https://t.me/GovernorProject,,https://github.com/BunsDev/GovernorDAO,,,,,,,
38,128c6583-ec48-4dd1-a51f-31f65909cbe1,SquiggleDAO,"<p>Squiggle DAO is founder of the Art Blocks project of generative web3 art and the creator-curator of ""Chromie Squiggles"" generative design. It aims to fund & launch promising generative artists whose designs it then randomly iterates on-demand to mint as singular NFTs.
    <br>See <a target=""_blank"" href=""https://squiggledao.gitbook.io/squiggledao-community-guide/dao-governance/the-squig-token#e7be"">contract documentation</a>.</p>",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/squiggledao.eth.png,2021-09-03T13:34:17.255Z,28,610,771,33.85214007782101,6531091.266348162,https://squiggledao.com/,squiggledao,https://discord.com/invite/8vYmh3qA3W,0x56fcb471a9dde74045830439ad6612c9aad53c19,squiggledao.eth,,,,,,,,,,
39,c9db5a89-025e-4cfd-9a7f-552d86add137,DXdao,"A decentralized, Gnosis.io-initialized collective of web builders, DXdao develops DeFi protocols and products focusing on prediction markets and their financial and governance utilizations.",dxDAO.png,2020-11-21T16:12:28.939Z,749,2254,527,23.52941176470588,94431672.75756766,https://dxdao.eth.link/,DXdao_,https://discord.gg/4QXEJQkvHH,"0x519b70055af55a007110b4ff99b0ea33071c720a,0xe81a69caca4a99360589cfd18d9eeaa5029b5ef8",,https://t.me/dxDAO,https://daotalk.org/c/dx-dao/15,https://github.com/DXgovernance,,,,,,,
40,2f5e6322-8bec-40e6-9f16-34c6a6e6b4fe,blequity,Blequity DAO was founded to fund black creators and initiatives through a treasury that's collectively owned by members and supporters of the black community. Its onchain activity is currently documented for 8 days during June 2020. ,blequity.jpg,2020-11-21T17:17:53.838Z,4,6,8,25.0,67896.15000000001,https://blequity.org/,withblq,,0xc279017c6055442def329d293e5e66118cd8a2ef,,,,,https://instagram.com/withblequity,,,,,,
41,37aba1a5-2f93-4c15-9171-5df14ac4e237,Nouns DAO,"Nouns is fundraising and organizing around NFT avatars which it generates and auctions daily. Avatars serve as voting tokens, while their revenues facilitate outreach and development.",https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/nouns.eth.png,2021-09-03T17:29:17.668Z,65,649,214,48.598130841121495,72536138.55969107,https://nouns.wtf/,nounsdao,https://discord.com/invite/nouns,0x0bc3807ec262cb779b38d65b38158acc3bfede10,nouns.eth,,,https://github.com/nounsdao,,,,,,,
